OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
t21r12_contour005,t21r12_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t21r12_contour005
t22r02_contour005,t22r02_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r02_contour005
t22r03_contour005,t22r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r03_contour005
t22r04_contour005,t22r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r04_contour005
t22r05_contour005,t22r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r05_contour005
t22r06_contour005,t22r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r06_contour005
t22r07_contour005,t22r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r07_contour005
t22r08_contour005,t22r08_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r08_contour005
t22r09_contour005,t22r09_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r09_contour005
t22r10_contour005,t22r10_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r10_contour005
t22r11_contour005,t22r11_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t22r11_contour005
t23r02_contour005,t23r02_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r02_contour005
t23r03_contour005,t23r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r03_contour005
t23r04_contour005,t23r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r04_contour005
t23r05_contour005,t23r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r05_contour005
t23r06_contour005,t23r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r06_contour005
t23r07_contour005,t23r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r07_contour005
t23r08_contour005,t23r08_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r08_contour005
t23r09_contour005,t23r09_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r09_contour005
t23r10_contour005,t23r10_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r10_contour005
t23r11_contour005,t23r11_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r11_contour005
t23r12_contour005,t23r12_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t23r12_contour005
t24r02_contour005,t24r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r02_contour005
t24r03_contour005,t24r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r03_contour005
t24r04_contour005,t24r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r04_contour005
t24r05_contour005,t24r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r05_contour005
t24r06_contour005,t24r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r06_contour005
t24r07_contour005,t24r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r07_contour005
t24r08_contour005,t24r08_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r08_contour005
t24r09_contour005,t24r09_contour005_line,topo,Five (5) foot-interval index contour isolines and index contours(10 foot; 20 foot; 40 foot; 50 foot 7 100 foot),Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r09_contour005
t24r10_contour005,t24r10_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r10_contour005
t24r11_contour005,t24r11_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r11_contour005
t24r12_contour005,t24r12_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r12_contour005
t24r13_contour005,t24r13_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r13_contour005
t24r14_contour005,t24r14_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t24r14_contour005
t25r02_contour005,t25r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r02_contour005
t25r03_contour005,t25r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r03_contour005
t25r04_contour005,t25r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r04_contour005
t25r05_contour005,t25r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r05_contour005
t25r06_contour005,t25r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r06_contour005
t25r07_contour005,t25r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r07_contour005
t25r08_contour005,t25r08_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r08_contour005
t25r09_contour005,t25r09_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r09_contour005
t25r10_contour005,t25r10_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r10_contour005
t25r11_contour005,t25r11_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r11_contour005
t25r12_contour005,t25r12_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r12_contour005
t25r13_contour005,t25r13_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t25r13_contour005
t26r02_contour005,t26r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r02_contour005
t26r03_contour005,t26r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r03_contour005
t26r04_contour005,t26r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r04_contour005
t26r05_contour005,t26r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r05_contour005
t26r06_contour005,t26r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r06_contour005
t26r07_contour005,t26r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r07_contour005
t26r08_contour005,t26r08_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r08_contour005
t26r09_contour005,t26r09_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r09_contour005
t26r10_contour005,t26r10_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r10_contour005
t26r11_contour005,t26r11_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r11_contour005
t26r12_contour005,t26r12_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r12_contour005
t26r13_contour005,t26r13_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t26r13_contour005
t27r02_contour005,t27r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r02_contour005
t27r03_contour005,t27r03_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r03_contour005
t27r04_contour005,t27r04_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r04_contour005
t27r05_contour005,t27r05_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r05_contour005
t27r06_contour005,t27r06_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r06_contour005
t27r07_contour005,t27r07_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r07_contour005
t27r08_contour005,t27r08_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r08_contour005
t27r09_contour005,t27r09_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r09_contour005
t27r10_contour005,t27r10_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r10_contour005
t27r11_contour005,t27r11_contour005_line,topo,Five (5) foot-interval index contour isolines for townships and the entire county. Index contours selected from 5 foot contours(10 foot; 20 foot; 40 foot; 50 foot and 100 foot) for entire county.,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t27r11_contour005
t28r02_contour005,t28r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r02_contour005
t28r03_contour005,t28r03_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r03_contour005
t28r04_contour005,t28r04_contour005_line,topo,Five (5) foot-interval index contour isolines and index contours(10 foot; 20 foot; 40 foot; 50 foot 7 100 foot),Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r04_contour005
t28r05_contour005,t28r05_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r05_contour005
t28r06_contour005,t28r06_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r06_contour005
t28r07_contour005,t28r07_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r07_contour005
t28r08_contour005,t28r08_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r08_contour005
t28r09_contour005,t28r09_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r09_contour005
t28r10_contour005,t28r10_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r10_contour005
t28r11_contour005,t28r11_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t28r11_contour005
t29r02_contour005,t29r02_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r02_contour005
t29r03_contour005,t29r03_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r03_contour005
t29r04_contour005,t29r04_contour005_line,topo,Five (5) foot-interval index contour isolines and index contours(10 foot; 20 foot; 40 foot; 50 foot 7 100 foot),Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r04_contour005
t29r05_contour005,t29r05_contour005_line,topo,Five (5) foot-interval index contour isolines and index contours(10 foot; 20 foot; 40 foot; 50 foot 7 100 foot),Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r05_contour005
t29r06_contour005,t29r06_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r06_contour005
t29r07_contour005,t29r07_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r07_contour005
t29r08_contour005,t29r08_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r08_contour005
t29r09_contour005,t29r09_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r09_contour005
t29r10_contour005,t29r10_contour005_line,topo,Five (5) foot-interval index contour isolines,Contour isolines with interval in feet as defined by numerical suffix to data tile. For example t22r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=t29r10_contour005
taz00,taz00_area,census,Census 2000 Traffic Analysis Zones,Census 2000 Bureau TAZ conflated to Parcels ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=taz00
tc_leg,tc_leg,transportation,Traffic Count Leg,The traffic count leg table provides a unique record for every leg of an intersection where a counte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tc_leg
tc_year,tc_year,transportation,Traffic Count Year,The Traffic Count Year table contains traffic counts for each year by unique leg. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tc_year
tdr_sending_properties,tdr_sending_properties_area,natres,Transfer Development Right Program Sending Site Properties,Area shows properties that have transferred development rights from the property. Properties are pro ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tdr_sending_properties
tdr_site,tdr_site_point,natres,Transfer Development Right Program Sites,Points show locations of TDR sending and receiving sites. Sending sites have had unused development  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tdr_site
