CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1701287,16000103122,2016103122,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 08:55:51 AM,73XX BLOCK OF 16 AV SW,F,F1,10800.1027,-122.35501,47.5364,"(47.5364, -122.35501)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701291,16000103092,2016103092,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 08:55:08 AM,23XX BLOCK OF 41 AV SW,W,W1,9600.2009,-122.38382,47.58323,"(47.58323, -122.38382)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701290,16000103102,2016103102,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 08:54:02 AM,32XX BLOCK OF 14 AV W,Q,Q2,5801.4062,-122.37489,47.649406,"(47.649406, -122.37489)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701277,16000103108,2016103108,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 08:46:19 AM,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36731,47.521027,"(47.521027, -122.36731)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,
1701288,16000103119,2016103119,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 08:45:28 AM,AURORA AV N / BATTERY ST TN SB,Q,Q3,7200.1077,-122.343575,47.618572,"(47.618572, -122.343575)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1701292,16000103054,2016103054,350,HAZARDS,HAZARDS,HAZARDS,03/25/2016 08:43:37 AM,2 AV S / S JACKSON ST,K,K2,9300.2005,-122.33158,47.5992,"(47.5992, -122.33158)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 07:36:17 AM
1701278,16000103106,2016103106,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 08:39:03 AM,11XX BLOCK OF HIAWATHA PL S,G,G3,9400.2015,-122.30749,47.592293,"(47.592293, -122.30749)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701284,16000103046,2016103046,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 08:38:51 AM,5 AV / PIKE ST,M,M3,8100.2005,-122.33558,47.610676,"(47.610676, -122.33558)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1701280,16000103080,2016103080,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 08:31:06 AM,2XX BLOCK OF 5 AV N,Q,Q3,7200.1024,-122.34761,47.620228,"(47.620228, -122.34761)",TRESPASS,TRESPASS,TRESPASS,
1701282,16000103053,2016103053,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 08:30:40 AM,20XX BLOCK OF NW 61 ST,B,B1,3300.4009,-122.38348,47.6731,"(47.6731, -122.38348)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701283,16000103049,2016103049,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 08:28:27 AM,13XX BLOCK OF STEWART ST,D,D3,7300.2000,-122.32977,47.61922,"(47.61922, -122.32977)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701281,16000103066,2016103066,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 08:27:53 AM,105XX BLOCK OF 55 AV S,S,S3,11900.5012,-122.264786,47.506573,"(47.506573, -122.264786)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701279,16000103101,2016103101,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 08:26:39 AM,XX BLOCK OF S WASHINGTON ST,K,K2,9200.2022,-122.334854,47.600883,"(47.600883, -122.334854)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701285,16000103030,2016103030,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 08:26:18 AM,5XX BLOCK OF S SULLIVAN ST,F,F3,11200.1014,-122.32703,47.527332,"(47.527332, -122.32703)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/25/2016 07:39:57 AM
1701275,16000102995,2016102995,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/25/2016 08:19:58 AM,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.34586,47.61299,"(47.61299, -122.34586)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/25/2016 05:35:42 AM
1701274,16000103021,2016103021,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 08:19:21 AM,CEDAR ST / 5 AV,D,D2,7200.3000,-122.34721,47.61843,"(47.61843, -122.34721)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 06:54:34 AM
1701273,16000103032,2016103032,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 08:16:21 AM,LAKE WASHINGTON BV / E ALDER ST,G,G2,7800.1045,-122.28438,47.603626,"(47.603626, -122.28438)",TRU - THEFT,OTHER PROPERTY,THEFT,03/25/2016 07:09:58 AM
1701267,16000103067,2016103067,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:15:35 AM,6XX BLOCK OF 21 AV,G,G2,8700.1017,-122.30502,47.60759,"(47.60759, -122.30502)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,
1701276,16000102931,2016102931,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:10:57 AM,20XX BLOCK OF S EDMUNDS ST,R,R1,10402.2004,-122.3064,47.559616,"(47.559616, -122.3064)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,03/25/2016 02:10:09 AM
1701265,16000103081,2016103081,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 08:10:02 AM,5XX BLOCK OF 1 AV W,Q,Q3,7100.2004,-122.35802,47.623936,"(47.623936, -122.35802)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701271,16000102999,2016102999,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/25/2016 08:09:49 AM,20XX BLOCK OF EASTLAKE AV E,D,D3,6600.2009,-122.3259,47.63751,"(47.63751, -122.3259)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:11:47 AM
1701272,16000102911,2016102911,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 08:08:15 AM,15XX BLOCK OF 15 AV S,R,R1,9400.1000,-122.31375,47.589264,"(47.589264, -122.31375)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 01:47:08 AM
1701268,16000103064,2016103064,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 08:06:55 AM,59XX BLOCK OF CORLISS AV N,B,B3,4600.2001,-122.33091,47.671944,"(47.671944, -122.33091)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701269,16000103044,2016103044,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2016 08:01:48 AM,S JACKSON ST / 8 AV S,K,K3,9200.1009,-122.32245,47.599186,"(47.599186, -122.32245)",TRU - THEFT,OTHER PROPERTY,THEFT,03/25/2016 07:18:32 AM
1701270,16000103035,2016103035,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 08:01:22 AM,AURORA AV N / JOHN ST,D,D2,7200.1039,-122.343506,47.61972,"(47.61972, -122.343506)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1701266,16000103072,2016103072,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 08:01:01 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701263,16000103034,2016103034,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 07:49:53 AM,53XX BLOCK OF BALLARD AV NW,B,B1,4700.4025,-122.38395,47.667046,"(47.667046, -122.38395)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701258,16000103026,2016103026,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/25/2016 07:35:55 AM,60 AV SW / SW STEVENS ST,W,W1,9701.2004,-122.409386,47.577724,"(47.577724, -122.409386)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1701264,16000103031,2016103031,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 07:33:30 AM,1XX BLOCK OF REPUBLICAN ST,Q,Q3,7100.2005,-122.35476,47.62327,"(47.62327, -122.35476)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701259,16000103024,2016103024,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 07:27:15 AM,20XX BLOCK OF NW 57 ST,B,B1,4700.4004,-122.38348,47.67018,"(47.67018, -122.38348)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701257,16000103045,2016103045,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 07:26:12 AM,81XX BLOCK OF RAINIER AV S,S,S2,11800.6000,-122.26999,47.52994,"(47.52994, -122.26999)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701262,16000103005,2016103005,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:23:36 AM,35 AV SW / SW MORGAN ST,F,F1,10600.1015,-122.37645,47.54468,"(47.54468, -122.37645)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701260,16000103022,2016103022,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 07:19:27 AM,17XX BLOCK OF 4 AV S,O,O1,9300.2072,-122.329056,47.5872,"(47.5872, -122.329056)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1701261,16000103017,2016103017,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:19:12 AM,E GALER ST / 15 AV E,C,C1,6200.3007,-122.3125,47.63233,"(47.63233, -122.3125)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:40:30 AM
1701254,16000103033,2016103033,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 07:11:44 AM,SR99 NB / S MICHIGAN ST OFF RP,O,O3,10900.2107,-122.334,47.5432,"(47.5432, -122.334)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701255,16000103027,2016103027,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 07:09:14 AM,2XX BLOCK OF LENORA ST,M,M1,8002.1001,-122.34262,47.612835,"(47.612835, -122.34262)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701256,16000103007,2016103007,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 07:00:48 AM,4XX BLOCK OF WESTLAKE AV N,D,D2,7200.1033,-122.33845,47.622623,"(47.622623, -122.33845)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701252,16000103016,2016103016,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 06:57:39 AM,47XX BLOCK OF SHILSHOLE AV NW,B,B1,4700.4017,-122.38056,47.663,"(47.663, -122.38056)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701253,16000103013,2016103013,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 06:50:40 AM,5XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.2007,-122.35671,47.623928,"(47.623928, -122.35671)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701250,16000103006,2016103006,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/25/2016 06:39:13 AM,1XX BLOCK OF YESLER WY,K,K1,8100.1036,-122.33404,47.601723,"(47.601723, -122.33404)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701251,16000102993,2016102993,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 06:35:01 AM,1 AV S / S HORTON ST,O,O1,9300.3028,-122.334206,47.574387,"(47.574387, -122.334206)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 05:48:00 AM
1701246,16000103014,2016103014,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 06:29:01 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701247,16000102996,2016102996,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:23:23 AM,18 AV NE / NE RAVENNA BV,U,U1,4400.1024,-122.30849,47.67049,"(47.67049, -122.30849)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701249,16000102909,2016102909,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 06:22:36 AM,15XX BLOCK OF 14 AV,C,C1,7500.2010,-122.31423,47.6147,"(47.6147, -122.31423)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 01:50:29 AM
1701248,16000102992,2016102992,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 06:21:44 AM,39XX BLOCK OF STONE WY N,B,B3,5400.4012,-122.34246,47.65502,"(47.65502, -122.34246)",TRESPASS,TRESPASS,TRESPASS,
1701244,16000102960,2016102960,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 06:08:54 AM,19XX BLOCK OF BOREN AV,D,D3,7300.2011,-122.33337,47.61733,"(47.61733, -122.33337)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 02:59:22 AM
1701243,16000103003,2016103003,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 06:08:44 AM,4XX BLOCK OF PINE ST,M,M2,8100.2000,-122.33732,47.61132,"(47.61132, -122.33732)",TRESPASS,TRESPASS,TRESPASS,
1701241,16000103002,2016103002,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 06:00:31 AM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701245,16000102804,2016102804,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 06:00:31 AM,36XX BLOCK OF STONE WY N,B,B3,5400.3002,-122.34263,47.65162,"(47.65162, -122.34263)",BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/24/2016 10:13:40 PM
1701242,16000102994,2016102994,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 05:45:13 AM,1XX BLOCK OF DENNY WY,Q,Q3,7100.2004,-122.35375,47.618595,"(47.618595, -122.35375)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701240,16000102979,2016102979,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 05:31:33 AM,1XX BLOCK OF ALOHA ST,Q,Q3,7000.3003,-122.353424,47.627182,"(47.627182, -122.353424)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 04:49:11 AM
1701239,16000102987,2016102987,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 05:14:56 AM,8 AV / PINE ST,M,M2,8200.1006,-122.33315,47.61306,"(47.61306, -122.33315)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1701238,16000102990,2016102990,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 05:12:54 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701235,16000102969,2016102969,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/25/2016 04:54:25 AM,PHINNEY AV N / N 90 ST,J,J1,1701.2015,-122.35397,47.694214,"(47.694214, -122.35397)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1701232,16000102986,2016102986,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 04:53:14 AM,9XX BLOCK OF JAMES ST,E,E3,8500.1020,-122.324196,47.605785,"(47.605785, -122.324196)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701225,16000102981,2016102981,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 04:45:02 AM,18XX BLOCK OF MINOR AV,D,D3,7300.2016,-122.33121,47.617226,"(47.617226, -122.33121)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701233,16000102964,2016102964,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 04:43:01 AM,14XX BLOCK OF 12 AV,E,E2,7500.4008,-122.31679,47.613495,"(47.613495, -122.31679)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701234,16000102953,2016102953,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2016 04:42:07 AM,7XX BLOCK OF BROADWAY,E,E3,8400.2012,-122.320755,47.608658,"(47.608658, -122.320755)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2016 03:36:44 AM
1701224,16000102983,2016102983,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 04:38:56 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701226,16000102928,2016102928,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 04:32:19 AM,SUMMIT AV E / E ROY ST,C,C1,7401.1003,-122.325325,47.62512,"(47.62512, -122.325325)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 02:01:34 AM
1701164,16000102974,2016102974,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 04:16:37 AM,S OTHELLO ST / 44 AV S,S,S2,11101.2008,-122.27804,47.537056,"(47.537056, -122.27804)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701206,16000102930,2016102930,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 04:11:39 AM,5XX BLOCK OF 1 AV N,Q,Q3,7100.2006,-122.35541,47.623924,"(47.623924, -122.35541)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701165,16000102950,2016102950,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/25/2016 04:05:00 AM,6XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7000.5005,-122.356705,47.62502,"(47.62502, -122.356705)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1701166,16000102948,2016102948,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 04:02:32 AM,13XX BLOCK OF NE 55 ST,U,U1,4400.4001,-122.31358,47.668552,"(47.668552, -122.31358)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701125,16000102902,2016102902,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/25/2016 04:01:10 AM,34XX BLOCK OF 23 AV W,Q,Q1,5801.1003,-122.38598,47.651237,"(47.651237, -122.38598)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1701168,16000102820,2016102820,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 03:50:52 AM,17XX BLOCK OF N NORTHLAKE WY,B,B3,5400.2030,-122.336365,47.646877,"(47.646877, -122.336365)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 12:51:37 AM
1701124,16000102963,2016102963,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 03:50:34 AM,NE 91 ST / 20 AV NE,L,L2,2000.1009,-122.30683,47.694847,"(47.694847, -122.30683)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1701169,16000102740,2016102740,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,03/25/2016 03:50:33 AM,35 AV SW / SW TRENTON ST,F,F2,11500.2019,-122.37664,47.52465,"(47.52465, -122.37664)","ANIMAL - INJURED, DEAD HAZARD",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,03/24/2016 09:05:48 PM
1701167,16000102890,2016102890,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 03:50:09 AM,6XX BLOCK OF SW KENYON ST,F,F3,11300.1000,-122.342384,47.531956,"(47.531956, -122.342384)",MISSING - CHILD,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/25/2016 12:30:27 AM
1701122,16000102970,2016102970,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 03:45:27 AM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701123,16000102968,2016102968,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 03:36:28 AM,BEACON AV S / S BAYVIEW ST,R,R1,9400.4013,-122.313805,47.581013,"(47.581013, -122.313805)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701126,16000102871,2016102871,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 03:35:03 AM,5XX BLOCK OF S SULLIVAN ST,F,F3,11200.1014,-122.32703,47.527332,"(47.527332, -122.32703)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 12:00:28 AM
